file,source,group,split,sha256,phash,width,height,stratum,helmet,no_helmet
hard_hat_workers1010.png,shel5k,hard_hat_workers1010,train,7d9d1346206eaf237852a9384f3a08293996abc9a222ec9f97b7958c33499546,0008010b23654341,416,415,no_helmet,0,6
hard_hat_workers1011.png,shel5k,hard_hat_workers1011,train,be97da9099d36f685ad48c9572e14ce65d0ad063a12c75b8292f787dce759ad7,1139141c29292129,416,415,helmet,2,0
hard_hat_workers1012.png,shel5k,hard_hat_workers1012,train,8d4b2a0f2f92fbb638e0baa1371813b6978e4ec7b7891f736c8cdafa539bd54a,ede9acda539bd3db,416,416,helmet,4,0
hard_hat_workers1013.png,shel5k,hard_hat_workers1013,train,1d19700b975f014a26cced1cf16ca13484b871fb98aa7fb03cb5e90b0ac2c80a,3f1f9d9988c4e6e6,416,416,helmet+no_helmet,4,6
hard_hat_workers1014.png,shel5k,hard_hat_workers1014,train,ac6658c95995e3cc2340dc371853d2af6fea188e6f9c8a1e0af00f64dce180b1,0741a63673b5a5b5,416,416,no_helmet,0,9
hard_hat_workers1016.png,shel5k,hard_hat_workers1016,train,ee23f38983c12d2a7a283d8dc09f5354fc81e8412e92d99f7c94775fd5e21bc9,0e121e69c3436343,416,415,helmet,10,0
hard_hat_workers1017.png,shel5k,hard_hat_workers1017,train,12f9944869df6650a28e486fbbda89676d9dc27c65f32407d7702d771a1ba00a,7171676b655d5951,416,416,helmet+no_helmet,2,1
hard_hat_workers1018.png,shel5k,hard_hat_workers1018,train,09584b3f3de44730dd2a99134e49f6f2fec44ed20de1bfe22c2a3a64c3e3efb9,1391b58e189ab3bb,416,415,helmet+no_helmet,3,2
hard_hat_workers102.png,shel5k,hard_hat_workers102,train,c65296e2e4b65a27d6d40c60c36e066894e0a4552f79e148fdbb6579bc673d23,63676731735d6d4d,416,415,helmet,2,0
hard_hat_workers1021.png,shel5k,hard_hat_workers1021,train,6c14a4f2d24ba9018dc0a7d17ab7206f918bd2396d0cff2603054cfc0236f0ae,03074a92abc9dccc,416,415,helmet,7,0
hard_hat_workers1022.png,shel5k,hard_hat_workers1022,train,0165edea797d505cc29553d7441627e3164a9416f22ec4ec31531e2ce39d9871,2d2d2d2d39191339,416,416,helmet,4,0
hard_hat_workers1023.png,shel5k,hard_hat_workers1023,train,a5bb6aecc04046638576e846c82bd3d702dfa46174c91c422a56890e3595991d,434327376be83d3d,416,416,helmet,7,0
hard_hat_workers1024.png,shel5k,hard_hat_workers1024,train,55e1d0f617f5c483fe0a7981fc079cf48e6e2c44ec21ce92932b75d144d71b32,0e0fcec5d0cdcdcd,416,415,no_helmet,0,8
hard_hat_workers1025.png,shel5k,hard_hat_workers1025,train,750b8080b9041c10553dc65dc54c82ec4272326b6fb57789b1d39b2c288d4575,84a5d4d65c5b545a,416,415,helmet,2,0
hard_hat_workers1026.png,shel5k,hard_hat_workers1026,train,36806806abf3eae50e4bf13f212e82da4d358971d141cbc2f61f5d60948eceb4,25342d9f986c66ee,416,416,helmet,15,0
hard_hat_workers1027.png,shel5k,hard_hat_workers1027,train,5d04c6ae65f1077e781bf02cd8f3d1a629123b1450d9712eedb194caf50d4496,88888167414b6343,416,415,helmet,4,0
hard_hat_workers1028.png,shel5k,hard_hat_workers1028,train,bf38d857da986bce23ec523b38bf1acac5597cff665ba48af87691773d6673d6,332f333369731c32,416,415,helmet,2,0
hard_hat_workers1029.png,shel5k,hard_hat_workers1029,train,af1fc6f9ba7577c593153b29a5de54c98ed999187666be0bf944a9e633dc1bff,1c0c7979da18d1d9,416,415,helmet,2,0
hard_hat_workers1030.png,shel5k,hard_hat_workers1030,train,f7ffd7282fcd9a9d1843af8d0d5596e44524d4c749bd72da715d421ac6b312c7,deddda79391e0b1e,416,415,helmet,10,0
hard_hat_workers1031.png,shel5k,hard_hat_workers1031,train,41dc406a41b7dfac41ceea17a3ed7316427e0e4841e645df11860a2a9e3ce150,4601827ab24184c2,416,416,helmet,2,0
hard_hat_workers1032.png,shel5k,hard_hat_workers1032,train,7cce3a38ad051fdcb7b6dbb8f43addd6375a485c6786e28e4674ceeec545b009,4325d3d257c707cf,416,415,helmet,12,0
hard_hat_workers1033.png,shel5k,hard_hat_workers1033,train,1f3f8d9d8014b5f4fc5b9e93040f0e0fda9d1d1a209c59aadd5ef6f8573a6e27,891988d579b2824a,415,416,helmet,6,0
hard_hat_workers1034.png,shel5k,hard_hat_workers1034,train,8a563cd8cdfe93646d53dfc950203499daebe07a36f88ac574dfcece2368813b,4c04989e625061d0,416,415,no_helmet,0,10
hard_hat_workers1036.png,shel5k,hard_hat_workers1036,train,280626678b19d41efce709a1b3a2e617dc6b5b30559bc947105e42a060ef83e4,7e3c76cc248c9c8c,416,415,helmet,3,0
hard_hat_workers1037.png,shel5k,hard_hat_workers1037,train,1ba32bcdc019148e93d0b2a4f430fff88291a67a1fad4ef89a31589dee5bd9e0,520d130504d0b092,416,415,helmet,2,0
hard_hat_workers1041.png,shel5k,hard_hat_workers1041,train,bdfbef46d2184dc8cd895209755ad76e15d54fafa3410e3122124783e8e52c39,7c7c7470796ce466,416,415,helmet,2,0
hard_hat_workers1042.png,shel5k,hard_hat_workers1042,train,81ec1f5c431fd00a2708aa2e8c286e5873ff8e0002d9213bc33b9dcf64467d8d,b4b4981812740624,416,415,helmet+no_helmet,1,1
hard_hat_workers1043.png,shel5k,hard_hat_workers1043,train,e2e16e0c1afbca3632eef904e3b7c4624946a38561a7917a119744d94dd69c84,74d8e432f2737172,416,416,helmet,4,0
hard_hat_workers1044.png,shel5k,hard_hat_workers1044,train,fe343d0aeb443e2600641185a47324ad9e05ee94c458ff736fcafc4aa26526db,848887ecc8505850,416,415,helmet,2,0
hard_hat_workers1045.png,shel5k,hard_hat_workers1045,train,935832e777ae09b0e9f8c3900eee3b280c9139f84bbd5d2b6584ca17907ee422,8fd7c29317c3230b,415,416,helmet+no_helmet,11,2
hard_hat_workers1047.png,shel5k,hard_hat_workers1047,train,90b28adb0684a35124f8c7d6714779b0397b1634128996a6e28e523749739651,8989e12b63498888,416,416,no_helmet,0,5
hard_hat_workers1048.png,shel5k,hard_hat_workers1048,train,6c1aed2c2feeb7d84a00b3f4450433b1a72fab14d86c065b010143c3f2aa712f,b2414d4e95951666,416,415,helmet,1,0
hard_hat_workers1049.png,shel5k,hard_hat_workers1049,train,8e22d16c8d842ad09d27d7680b85c9d05d6f3ca23d564426e100a12a517edaa5,0044a02bab2b0303,416,415,helmet+no_helmet,5,7
hard_hat_workers105.png,shel5k,hard_hat_workers105,train,db5c75dfe541ed8f393dc5977e0e3995ef1b655897dc97190574ae58659d5ca4,818a999181850593,415,416,helmet,9,0
hard_hat_workers1050.png,shel5k,hard_hat_workers1050,train,4fe237f5c9d2c827324f47d1b26d8738b9f141a828d03e45f4338c2a05744930,17573333099d8c8d,416,415,helmet,2,0
hard_hat_workers1051.png,shel5k,hard_hat_workers1051,train,9e96e07b4b6fe4bc236b6f30f5fe84cd7efda18ebca75f8aa03a23556f9d9bbf,ead6eae2e0e4d4e4,416,416,helmet,4,0
hard_hat_workers1052.png,shel5k,hard_hat_workers1052,train,237b9d983c171ceb524ac3c1b798075cae39ad384f514f102ec8c59fe328a864,6e1f5f36364e4ab6,416,416,helmet,4,0
hard_hat_workers1053.png,shel5k,hard_hat_workers1053,train,62679072846c2d62aac3634689a380ff21182c1095436fb1f773721548862a6f,4b2f53d3d3b3d293,416,415,helmet,3,0
hard_hat_workers1055.png,shel5k,hard_hat_workers1055,train,f064905a14633f4f1de586724ddd25e6484ac9d70306ef1df6e52e3e7bc7df26,43c36194d8692969,416,415,helmet,2,0
hard_hat_workers1056.png,shel5k,hard_hat_workers1056,train,7b3a9ffada19dba68a2fa462586392312662bc495b0488d3629775b63dca1ba3,c0b2c2c5c613b1b1,416,416,helmet,5,0
hard_hat_workers1057.png,shel5k,hard_hat_workers1057,train,1ad79973ab3be5b83cc143ad95b35d287f58b7049485ab04953c1e9d0ecf8d29,160652d020b05290,416,415,helmet,4,0
hard_hat_workers1058.png,shel5k,hard_hat_workers1058,train,86e88ef589b6c613ba5a0c5e32556230a9f223fb76395fa1ee9c2a00efbc5478,7c782c8c44cc4ccc,416,416,helmet,3,0
hard_hat_workers1059.png,shel5k,hard_hat_workers1059,train,2f247ea4e4156cf6d49bce8520fea39459b84d1b34d56a852581b3088e0ec1d1,878bd3a3afd39393,416,416,no_helmet,0,5
hard_hat_workers106.png,shel5k,hard_hat_workers106,train,9441abd5f528d11429b22ca94c6e5ed9db15e3b8c0ea095a4ee2f614abcde80b,f3f3f3e9e1616261,416,416,helmet,2,0
hard_hat_workers1060.png,shel5k,hard_hat_workers1060,train,730a2b71df9f43271bf5ac9a01a09841411b1413d958482c69cd40e078d61546,0fcb0d0d5d99b8b9,416,415,helmet,8,0
hard_hat_workers1061.png,shel5k,hard_hat_workers1061,train,6dfc5d8852668880d96afbcc5fd3a7385e805f0647148cd58e0dacb221c056f9,f878cfdd85a32121,416,416,helmet,3,0
hard_hat_workers1064.png,shel5k,hard_hat_workers1064,train,0af1797eabe6c0df23f9d69da4eb6e5cfd44bca57eb1bae979b68517e6164747,0333030624a60626,416,415,helmet,5,0
hard_hat_workers1069.png,shel5k,hard_hat_workers1069,train,00b8fd169226f150a66043d4a5b3d6be640d40dfd7dcc983c919c0d871482c18,213324b03337b737,416,415,helmet,7,0
hard_hat_workers107.png,shel5k,hard_hat_workers107,train,eb0b03c49d0b1beda3c9ce6589a052347cffae0f8c8c2e5f5b267521686755b7,1424941e3d74ca48,416,415,helmet,2,0
hard_hat_workers1070.png,shel5k,hard_hat_workers1070,train,e7e262a0439efd2987a03354d01eea94f84e85f36d94e2eea05aba1b280cc327,a424e6e064271185,416,415,helmet,7,0
hard_hat_workers1071.png,shel5k,hard_hat_workers1071,train,caefe6c1656b4962986750d1d335b87318a43754d8c61f321dfae00589b4a7cc,2c3d0d4d26320923,416,416,helmet,9,0
hard_hat_workers1072.png,shel5k,hard_hat_workers1072,train,d61f62351e069d262d2ac18e39918764ae0e9ae4867f8ff6bbe7dc463b6aadef,0b1f0beb67a7a5a7,416,416,helmet,2,0
hard_hat_workers1075.png,shel5k,hard_hat_workers1075,train,21ff2be4b20654dce87c1524dc8a16a2e2da2aafd668a3b520ded8367043d679,717279694868996c,416,415,helmet,3,0
hard_hat_workers1077.png,shel5k,hard_hat_workers1077,train,bda8ec56689eb9501a2350ed635f49d86a04e2f2bae0b29899c48ea31a926f5d,1f3c1f2fb2b31b33,416,415,helmet+no_helmet,5,1
hard_hat_workers1078.png,shel5k,hard_hat_workers1078,train,e6b4ec2b029a102b41066359940532e167cdebf3e0dc054e6eef671c4f0f8882,a4d6e4d97a60e860,416,416,helmet,7,0
hard_hat_workers1079.png,shel5k,hard_hat_workers1079,train,b7e2b1db55f1fb93e65c63999f4a35a556bbdbe6188c641bf6ccaeb1ee6d03b6,6b626b6b732b2b2b,416,415,helmet+no_helmet,16,2
hard_hat_workers1080.png,shel5k,hard_hat_workers1080,train,ed43c35c58941466b6bb3a5442da3e06f3904306c13c8055d25083a12c2ca1be,9a18fed2d8f9eefe,416,416,helmet+no_helmet,5,10
hard_hat_workers1081.png,shel5k,hard_hat_workers1081,train,8a601f194601bef5f72566205eed4d65c03775d1497278ecce55e7c28ca850e8,0a015adadada9a9a,416,415,helmet+no_helmet,7,4
hard_hat_workers1083.png,shel5k,hard_hat_workers1083,train,f7e650ea7bced8487e89cc1760ed5c3efa86635c63ce099147728b2d8315c349,999b99b13131eb61,416,415,helmet,1,0
hard_hat_workers1085.png,shel5k,hard_hat_workers1085,train,4b908d27b9b37f68e2e7e9398cef066781a8903f61b9d0b7f65b45b466d94b67,d1f0d0d178a9e9e9,416,416,helmet,2,0
hard_hat_workers1086.png,shel5k,hard_hat_workers1086,train,bcd4d00f84c1a2cfb125453a263d96baa5647b94442ee1e4ddd74f28c3789388,2d2d686673c1d1d1,416,416,helmet,2,0
hard_hat_workers1087.png,shel5k,hard_hat_workers1087,train,18b44f0088712b026a92bddec0614889ccdb429f7f160baabfb1c638458a162d,e3e3a3c667337175,416,415,helmet+no_helmet,1,6
hard_hat_workers1088.png,shel5k,hard_hat_workers1088,train,b20a97f35c17f88ea4250a552d7527066cecf63ac0bcd0dffe9863d8baf7e44f,3c8d7cf68dae2bae,416,416,helmet,2,0
hard_hat_workers1089.png,shel5k,hard_hat_workers1089,train,a8cb10fef1105b2d5542ccaf6b1d83b965a7089ae1ec6cb34efc8fa0a2778dd3,ffffffbb1a4f6b6f,416,416,no_helmet,0,3
hard_hat_workers109.png,shel5k,hard_hat_workers109,train,db4692510945aeb185e9136e11c9944e8fb75a2e672bfd65853f744d180170cf,9839984e97c92d2d,416,416,helmet,3,0
hard_hat_workers1092.png,shel5k,hard_hat_workers1092,train,ab3f0a51a205e65e895e11076a99c5ca8cdc1dd7a4cf1b0823a2ba5afdc32474,c9cb9cc7c75d636d,416,415,no_helmet,0,11
hard_hat_workers1093.png,shel5k,hard_hat_workers1093,train,f1ac00380c247b838004416ecb8254e89bc4c2fd74df188f7665acadec4c5b00,86868797d8d99999,416,415,helmet,4,0
hard_hat_workers1094.png,shel5k,hard_hat_workers1094,train,9f4dfd6fbbc9bd6dae20b05616a905cce086a7e979aa746d485a46c78fe074f4,313319193d39b7b9,416,415,helmet,2,0
hard_hat_workers1095.png,shel5k,hard_hat_workers1095,train,9258fd21f31c47876a4878f1b06fcdb3afedaa1db0facdfc5a8504cc4c6c86ed,f3fff3f3f0d8d0d0,416,416,helmet,7,0
hard_hat_workers1096.png,shel5k,hard_hat_workers1096,train,39dc88d8e3c32b5b45f16f8e701e980ef8bcafd0683b437a81421582eb87cfb9,2662a29079b25150,415,416,helmet,2,0
hard_hat_workers1098.png,shel5k,hard_hat_workers1098,train,52002df82c4be1d83fc7f031b5f687623dcdbc65969df46c164ffae7e2bb4a12,b0b494959ab69494,416,415,helmet,5,0
hard_hat_workers11.png,shel5k,hard_hat_workers11,train,3250e5239f26d7686de2d56b17e1992eb8a1166d4f039fb0794dd923bb6277b7,6878f8f8e3b2d2f2,416,415,helmet,3,0
hard_hat_workers110.png,shel5k,hard_hat_workers110,train,ad93db0be14d7f8467cc679e4e8591b90c5618ad3fd11838fe07087325a98130,9c6c9c9d3f0f0727,416,416,helmet,1,0
hard_hat_workers1100.png,shel5k,hard_hat_workers1100,train,6a1e291ba421c16b437ef1e76b72b8a8be97441ef9b29d8d2f0df5733a7db796,3f1f2f4d2dafbaae,416,416,helmet,7,0
hard_hat_workers1101.png,shel5k,hard_hat_workers1101,train,a07d87c6528331819b47540530bc40e73f6a3e3bff39a721056fbc0967911a77,6666e6c6cc4e6e6e,416,415,helmet,4,0
hard_hat_workers1102.png,shel5k,hard_hat_workers1102,train,f859000f1a8f472ce2d52b588d5c0e5b76192b60e3fe9d61da52307fcbf4b78b,e5a727c7d390d2d2,416,416,helmet,3,0
hard_hat_workers1103.png,shel5k,hard_hat_workers1103,train,2062d793570a205fb642f70792fe83e9da8c4116d920e53497cae8ee71bc1700,256a25ebfdf9c4d9,416,416,no_helmet,0,6
hard_hat_workers1105.png,shel5k,hard_hat_workers1105,train,67a607ddda7d91f2dd8e1038590cafa5f0e0f8edef50ef2460b0daefbbc64334,4f210f3c744ca96c,416,416,helmet,2,0
hard_hat_workers1106.png,shel5k,hard_hat_workers1106,train,6c9bbe8480cb2777401124b19f60d03e0ff046e0e8dcf0b6285807cb762b482f,37ca366f75848884,416,415,helmet+no_helmet,5,3
hard_hat_workers1107.png,shel5k,hard_hat_workers1107,train,9a7fd30d42b734a005849507479ff9de515f06f0c2a31b6b198d23df56ccab53,77c9363233b96c6d,416,415,helmet+no_helmet,2,15
hard_hat_workers1108.png,shel5k,hard_hat_workers1108,train,a3dafb83093653523121dd331f1ca96d068722b141ad9b470a3348924574b2b9,9290b3a3abaeaaaa,416,416,helmet+no_helmet,2,3
hard_hat_workers1109.png,shel5k,hard_hat_workers1109,train,e6bb71450d2f64b0abf00cc0664070bceab6084446b054c984f74d52691a8e34,7b3937db31a99b8a,416,415,helmet,5,0
hard_hat_workers111.png,shel5k,hard_hat_workers111,train,eee000889b2d216660e7942d2f63079fb15b4abd4b09727970350e7ecf614175,6666464c54538b1b,416,416,helmet,2,0
hard_hat_workers1110.png,shel5k,hard_hat_workers1110,train,35fe787bd5fad8436f6e3f86caa89daed61871858e53b4213091b5e6aa7739d4,133113b3b0bc9cbc,416,416,helmet+no_helmet,7,3
hard_hat_workers1111.png,shel5k,hard_hat_workers1111,train,75dac1852b7223300cf4ac6ef2123084c94a0a03534a827e86c21a195907d5b4,a3a1d3d32d881819,416,415,helmet,3,0
hard_hat_workers1113.png,shel5k,hard_hat_workers1113,train,24393e3e32ccc76092d5706a7c875348f22e3cdda66e183ab32d54215144ad43,0f0f0f47476b8523,416,415,helmet,1,0
hard_hat_workers1115.png,shel5k,hard_hat_workers1115,train,8cb211870206e5b85de3dd4a12e44bb08984bfdfdfdab3caa840f2cc07dec0a3,2c6c181836373c3c,416,416,helmet,12,0
hard_hat_workers1118.png,shel5k,hard_hat_workers1118,train,ad6706733c95de162be1960d2270db9b518e8d88691fc6fcb17de381131a3e51,7333d33968ac2faf,416,415,helmet,5,0
hard_hat_workers1119.png,shel5k,hard_hat_workers1119,train,d8cfc1fea568c0878cb3e00e060a30ffac600836177774ea05cf42e2df1b871a,98ffcd8f8eeec400,416,415,no_helmet,0,7
hard_hat_workers112.png,shel5k,hard_hat_workers112,train,3789a03b3a5678fcb58a71a2cd0fa11721ad4bc05b23f14d157bf101b02c18a7,75754f67e6f265f2,416,415,helmet,1,0
hard_hat_workers1120.png,shel5k,hard_hat_workers1120,train,ffc35aa7e8735bb12a4cb9b4ea6def248bb28b179d7e8da1cf97e32ea05c2700,a9b16c6cac2d042d,416,415,helmet,11,0
hard_hat_workers1121.png,shel5k,hard_hat_workers1121,train,2cc9385cca80697f4cff07d920c0fb677c924cc96e91f2d93a8cc86a78895d5d,0787070f0d57d3d3,416,416,helmet,3,0
hard_hat_workers1122.png,shel5k,hard_hat_workers1122,train,1e838c9476e78ca86d0ed1e8a865768803da56832b2677ec34f485ceb4510bd1,101b902489991898,416,415,helmet,2,0
hard_hat_workers1124.png,shel5k,hard_hat_workers1124,train,1fce56953fa9644e185c158cf26e0491b5a9a44e109e3e84ec66d98c9dd5c4a8,6e0e6677b37f071f,416,415,helmet,2,0
hard_hat_workers1125.png,shel5k,hard_hat_workers1125,train,cb9af4f15e5c758fd63d23d7205d159f8c22f01a4a9bb3a0f5887a06e3a23bfb,cd49c5cdd88a0989,416,416,helmet,9,0
hard_hat_workers1127.png,shel5k,hard_hat_workers1127,train,17170d36435043a391823903676d352f188ed8fa119a80a43143fd266963e3fe,f69a7ecbf3aebebe,416,415,helmet,2,0
hard_hat_workers1128.png,shel5k,hard_hat_workers1128,train,ead33176a449a58ce50fcb999916e43e4d03a02c8c6fc827019106410862ef20,1ef2e9e9df3c1899,415,416,helmet,1,0
hard_hat_workers1129.png,shel5k,hard_hat_workers1129,train,8242141fd566ca400f8142e2f111905f7ef31d1ccdcdf09e25f1b12ffe7f6b9c,6e6e6edc98390c0c,416,416,no_helmet,0,5
hard_hat_workers113.png,shel5k,hard_hat_workers113,train,e214608fce40a18e922a20cdb15e6681729d876c3e5a7b4408ebdc36af036756,24252661e5761676,416,416,helmet,2,0
hard_hat_workers1130.png,shel5k,hard_hat_workers1130,train,d5fa12bc40b07978f4ef138b8b4f0a885439bafda52f3037a265c53c3756a81d,e800e831d3cebfce,416,416,helmet+no_helmet,1,4
hard_hat_workers1131.png,shel5k,hard_hat_workers1131,train,ac502ad0b8821033a847df8b282800e99a8266a25e32c7e8adea0bedf1ed6c29,1c1c54c9d888e1e5,416,416,helmet,5,0
hard_hat_workers1132.png,shel5k,hard_hat_workers1132,train,53de6e5a0040e188e8dbbdcce43a5937ec4d0dbd1a2bd16f57a813f45d719aa6,fffff7e86c87b1b0,416,416,helmet,10,0
hard_hat_workers1133.png,shel5k,hard_hat_workers1133,train,5403c59ff8fbf1df1a700d8f8b97f7d07238446d81fbc9e64b880e527aca6942,5d5dc5e484c59090,416,415,helmet,6,0
hard_hat_workers1134.png,shel5k,hard_hat_workers1134,train,1afc573a6541842606ef0b25ba6495d846978041748ebfbe939ecf121c7079ea,939369778c844444,416,416,helmet,5,0
hard_hat_workers1135.png,shel5k,hard_hat_workers1135,train,d7e1bdd17b0a95463b5a345aec7e716cee7f288636a8da6396d3e530f469185c,2d2d052d6c4c6666,416,416,helmet,2,0
hard_hat_workers1136.png,shel5k,hard_hat_workers1136,train,357edbc8f86656e45ddcd45927f4f5662a4f229988863ede3cbdf3b7572c739b,6363e3a7af595555,416,416,helmet,4,0
hard_hat_workers1138.png,shel5k,hard_hat_workers1138,train,de97cf4b2891bd00c687dd6f4296bac8d0ba0d697cba520995511dbc99b79ad4,626462424a446d2c,416,416,helmet,1,0
hard_hat_workers114.png,shel5k,hard_hat_workers114,train,ccd0f497ba704a1eae78ea9299f7ccd02ac546e4bf23d2f264b47dfabe558781,ce41c2a2e3c757c7,416,415,helmet,11,0
hard_hat_workers1140.png,shel5k,hard_hat_workers1140,train,f568f32b983cabbf1e1a83ba6c4d33edc07096afa32cfbcc53c27cdb1fb7c8ff,323236acb5d3d3d3,416,416,helmet,6,0
hard_hat_workers1141.png,shel5k,hard_hat_workers1141,train,eb530dbd5b68aaf5e84a29da010c8157779331959b2d1350a9bc4002870440ff,8549ad8989902aa2,415,416,helmet,7,0
hard_hat_workers1142.png,shel5k,hard_hat_workers1142,train,e83cb6381300de313fc0a9b63ae960883d9eb78b95c20aa960359d6366b7fad3,8eae6646029a9a9a,415,416,helmet,4,0
hard_hat_workers1143.png,shel5k,hard_hat_workers1143,train,e25ba99b6ced30602fd571c19cc0b70beec3894eea3faeb20a051a71ed9477b3,b4b4f36260f1d3d1,416,415,helmet,2,0
hard_hat_workers1145.png,shel5k,hard_hat_workers1145,train,021e76d1d6ca7a07b79fac1ccf178a8fbbcc3740085576e801028b2e8dc3d8cb,5f3f5f1b3f323632,416,415,helmet,2,0
hard_hat_workers1146.png,shel5k,hard_hat_workers1146,train,ea5573bef87008609242a9d5216fa3859c00366c206e09d664536a2f6cde38fd,9098b04b49a148a9,416,415,no_helmet,0,7
hard_hat_workers1147.png,shel5k,hard_hat_workers1147,train,26dd8c4f8f863cd6efe92d9b6c0bcd144d10cf88f162d1f8a4d10a49b54919ee,6b7b7b6424a46464,416,416,helmet,2,0
hard_hat_workers1148.png,shel5k,hard_hat_workers1148,train,8c0e3876205f1802d02908bf544bf7e4f134e0e27409ee1f94bd700a4229386d,64656661418da9ad,416,416,helmet,4,0
hard_hat_workers1149.png,shel5k,hard_hat_workers1149,train,39ba8b8febe8bd90247766c280c32bd6484dfadb5dd886324e6d92a67080ce99,9f9ff7c797c6c7c6,416,416,helmet,4,0
hard_hat_workers115.png,shel5k,hard_hat_workers115,train,d1d5e5caaab25c94bd64a64fbc5f6aa4ca23b6cf73fb9fa4cf91e2156e181041,06264e4e86aeba32,416,416,helmet,1,0
hard_hat_workers1150.png,shel5k,hard_hat_workers1150,train,8a65afe018c2568adf7d511c0da9d74d378295d26d8135c602d948838dff9276,4411644c2ee4c6c6,416,416,helmet,4,0
hard_hat_workers1153.png,shel5k,hard_hat_workers1153,train,8e9ede21212e9dc901fcfccb64a6a91cbd31b9fd8abaf2f4af5d7f04e5014850,ff3fffa5d25a135a,416,415,helmet,5,0
hard_hat_workers1154.png,shel5k,hard_hat_workers1154,train,c8bedf68b838bf3ecccd17fb73a6f50a361244d413d005369d9714dca3631acd,2f6f6c61686c6d2c,416,416,helmet,12,0
hard_hat_workers1155.png,shel5k,hard_hat_workers1155,train,fb5dfcdfa014301b5efecceb0c828313406d896c5c3ded5d8c62c5deb728730c,787870f4e4583818,416,415,helmet,1,0
hard_hat_workers1156.png,shel5k,hard_hat_workers1156,train,e52962f7cbe6cc507714f04c1477f5efc5f57cbdda29dc6fcc3413e6a0da0811,0b8b0f4e1e9fb999,416,415,helmet,2,0
hard_hat_workers1157.png,shel5k,hard_hat_workers1157,train,49a0534876915ba0b921626c138881a33040e9dd2d36b0fcfd679ca42e4f824e,2606f09e9eb2b292,416,416,helmet,1,0
hard_hat_workers1159.png,shel5k,hard_hat_workers1159,train,a5eb4783b21d44e608d42a507488f92acfd1f156d637197eeb5b1ecab6a38480,c6c626842465a5a5,416,416,helmet,1,0
hard_hat_workers116.png,shel5k,hard_hat_workers116,train,685608d1dbdfb97fb4da93aa7297bd6adbeccf4f89b9aad60e9a66e78322fcd5,a7a72d27c1e36e6a,416,416,helmet,2,0
