file,split,sha256,width,height,helmet,no_helmet,stratum
hard_hat_workers1012.png,train,8d4b2a0f2f92fbb638e0baa1371813b6978e4ec7b7891f736c8cdafa539bd54a,416,416,5,0,helmet
hard_hat_workers1013.png,train,1d19700b975f014a26cced1cf16ca13484b871fb98aa7fb03cb5e90b0ac2c80a,416,416,4,6,helmet+no_helmet
hard_hat_workers1014.png,train,ac6658c95995e3cc2340dc371853d2af6fea188e6f9c8a1e0af00f64dce180b1,416,416,0,8,no_helmet
hard_hat_workers1015.png,train,4f08540aa75480623472ab9a67eeffe530bc573d3f2ca16668eebf4d4ce819a7,415,416,1,0,helmet
hard_hat_workers1016.png,train,ee23f38983c12d2a7a283d8dc09f5354fc81e8412e92d99f7c94775fd5e21bc9,416,415,10,0,helmet
hard_hat_workers1017.png,train,12f9944869df6650a28e486fbbda89676d9dc27c65f32407d7702d771a1ba00a,416,416,2,1,helmet+no_helmet
hard_hat_workers1018.png,train,09584b3f3de44730dd2a99134e49f6f2fec44ed20de1bfe22c2a3a64c3e3efb9,416,415,3,2,helmet+no_helmet
hard_hat_workers1019.png,train,4e85de9065f84d6163ede5341a2fc8fcba22cd82c0f69582676280b8fbcb6881,416,416,7,0,helmet
hard_hat_workers1020.png,train,2d4c17d1b85253a1a9f328e38b94791f43fbb065082ac40366b4d9908b8e57ce,416,415,8,0,helmet
hard_hat_workers1022.png,train,0165edea797d505cc29553d7441627e3164a9416f22ec4ec31531e2ce39d9871,416,416,4,0,helmet
hard_hat_workers1024.png,train,55e1d0f617f5c483fe0a7981fc079cf48e6e2c44ec21ce92932b75d144d71b32,416,415,0,8,no_helmet
hard_hat_workers1025.png,train,750b8080b9041c10553dc65dc54c82ec4272326b6fb57789b1d39b2c288d4575,416,415,2,0,helmet
hard_hat_workers1026.png,train,36806806abf3eae50e4bf13f212e82da4d358971d141cbc2f61f5d60948eceb4,416,416,13,0,helmet
hard_hat_workers1027.png,train,5d04c6ae65f1077e781bf02cd8f3d1a629123b1450d9712eedb194caf50d4496,416,415,4,0,helmet
hard_hat_workers1028.png,train,bf38d857da986bce23ec523b38bf1acac5597cff665ba48af87691773d6673d6,416,415,2,0,helmet
hard_hat_workers1029.png,train,af1fc6f9ba7577c593153b29a5de54c98ed999187666be0bf944a9e633dc1bff,416,415,2,0,helmet
hard_hat_workers103.png,train,c8d82b0b9d2f26357344d7ab3d223d3981cb241e72b058b818c57bd37cf954a6,416,415,2,0,helmet
hard_hat_workers1030.png,train,f7ffd7282fcd9a9d1843af8d0d5596e44524d4c749bd72da715d421ac6b312c7,416,415,12,0,helmet
hard_hat_workers1031.png,train,41dc406a41b7dfac41ceea17a3ed7316427e0e4841e645df11860a2a9e3ce150,416,416,2,0,helmet
hard_hat_workers1033.png,train,1f3f8d9d8014b5f4fc5b9e93040f0e0fda9d1d1a209c59aadd5ef6f8573a6e27,415,416,6,0,helmet
hard_hat_workers1034.png,train,8a563cd8cdfe93646d53dfc950203499daebe07a36f88ac574dfcece2368813b,416,415,0,12,no_helmet
hard_hat_workers1035.png,train,dbb88991d92082eed12aa1e5b212aeb04aa5b77d74ed471b83fbf714191fb874,416,415,0,11,no_helmet
hard_hat_workers1036.png,train,280626678b19d41efce709a1b3a2e617dc6b5b30559bc947105e42a060ef83e4,416,415,3,0,helmet
hard_hat_workers1037.png,train,1ba32bcdc019148e93d0b2a4f430fff88291a67a1fad4ef89a31589dee5bd9e0,416,415,2,0,helmet
hard_hat_workers1038.png,train,75ced6b122970c5b1ed0c87b66fa20339dce2c2377d4c095aaca49a37edeae73,416,416,0,16,no_helmet
hard_hat_workers1039.png,train,41aa93bbb20396f8c0545f62b080db31970b5a6fe94c9e32a6c3fb8e1997f6d4,416,415,3,0,helmet
hard_hat_workers1040.png,train,d8dbecca99b0d8d6929df323ca8d3a267c16e3192c04d8a5e72b6d3ac796f46b,416,415,3,0,helmet
hard_hat_workers1041.png,train,bdfbef46d2184dc8cd895209755ad76e15d54fafa3410e3122124783e8e52c39,416,415,2,0,helmet
hard_hat_workers1042.png,train,81ec1f5c431fd00a2708aa2e8c286e5873ff8e0002d9213bc33b9dcf64467d8d,416,415,1,1,helmet+no_helmet
hard_hat_workers1045.png,train,935832e777ae09b0e9f8c3900eee3b280c9139f84bbd5d2b6584ca17907ee422,415,416,7,0,helmet
hard_hat_workers1046.png,train,1d6f2d6c59d32563e5f0e14fbed76dddc256dc8e6affe6c3c23a10a7e7cd8693,416,416,1,0,helmet
hard_hat_workers1047.png,train,90b28adb0684a35124f8c7d6714779b0397b1634128996a6e28e523749739651,416,416,0,5,no_helmet
hard_hat_workers1048.png,train,6c1aed2c2feeb7d84a00b3f4450433b1a72fab14d86c065b010143c3f2aa712f,416,415,1,0,helmet
hard_hat_workers1049.png,train,8e22d16c8d842ad09d27d7680b85c9d05d6f3ca23d564426e100a12a517edaa5,416,415,4,6,helmet+no_helmet
hard_hat_workers1050.png,train,4fe237f5c9d2c827324f47d1b26d8738b9f141a828d03e45f4338c2a05744930,416,415,2,0,helmet
hard_hat_workers1051.png,train,9e96e07b4b6fe4bc236b6f30f5fe84cd7efda18ebca75f8aa03a23556f9d9bbf,416,416,4,0,helmet
hard_hat_workers1052.png,train,237b9d983c171ceb524ac3c1b798075cae39ad384f514f102ec8c59fe328a864,416,416,4,0,helmet
hard_hat_workers1053.png,train,62679072846c2d62aac3634689a380ff21182c1095436fb1f773721548862a6f,416,415,4,0,helmet
hard_hat_workers1054.png,train,c8169352d9275267aec54370a357b6045d7e17de8b7c78ce8434054e6a1488aa,416,415,2,0,helmet
hard_hat_workers1055.png,train,f064905a14633f4f1de586724ddd25e6484ac9d70306ef1df6e52e3e7bc7df26,416,415,1,0,helmet
hard_hat_workers1057.png,train,1ad79973ab3be5b83cc143ad95b35d287f58b7049485ab04953c1e9d0ecf8d29,416,415,4,0,helmet
hard_hat_workers1058.png,train,86e88ef589b6c613ba5a0c5e32556230a9f223fb76395fa1ee9c2a00efbc5478,416,416,6,0,helmet
hard_hat_workers1059.png,train,2f247ea4e4156cf6d49bce8520fea39459b84d1b34d56a852581b3088e0ec1d1,416,416,0,5,no_helmet
hard_hat_workers106.png,train,9441abd5f528d11429b22ca94c6e5ed9db15e3b8c0ea095a4ee2f614abcde80b,416,416,2,0,helmet
hard_hat_workers1060.png,train,730a2b71df9f43271bf5ac9a01a09841411b1413d958482c69cd40e078d61546,416,415,9,0,helmet
hard_hat_workers1061.png,train,6dfc5d8852668880d96afbcc5fd3a7385e805f0647148cd58e0dacb221c056f9,416,416,3,0,helmet
hard_hat_workers1062.png,train,7c223864fc8f40a1c63d5f81f20f8c357b99e57b0e47cb1135030530626edfea,415,416,1,0,helmet
hard_hat_workers1063.png,train,5a1e18ea1b5dc833e6482f7fd2ba1ee3094cdb17da800075c657ccdbb84bd8c7,416,416,4,0,helmet
hard_hat_workers1065.png,train,cee171d12ed25969ea2b5303e840e49716d0e6878931907c7ee2b1a51fad3955,416,416,1,0,helmet
hard_hat_workers1066.png,train,8bc72d095b97f101d28a9e46b359646558e911977e290bcefb09f02c3b5d90f7,416,416,0,6,no_helmet
hard_hat_workers1067.png,train,9b87a9dc8871f977f156458a5990f8f8e9e03552dfc48f719191dfcd780b0797,416,415,8,1,helmet+no_helmet
hard_hat_workers107.png,train,eb0b03c49d0b1beda3c9ce6589a052347cffae0f8c8c2e5f5b267521686755b7,416,415,2,0,helmet
hard_hat_workers1070.png,train,e7e262a0439efd2987a03354d01eea94f84e85f36d94e2eea05aba1b280cc327,416,415,7,0,helmet
hard_hat_workers1071.png,train,caefe6c1656b4962986750d1d335b87318a43754d8c61f321dfae00589b4a7cc,416,416,7,0,helmet
hard_hat_workers1072.png,train,d61f62351e069d262d2ac18e39918764ae0e9ae4867f8ff6bbe7dc463b6aadef,416,416,2,0,helmet
hard_hat_workers1073.png,train,647c4fbe7819f39931aba21d26137e5618efef3838cccef7a6ccfa05f3ad9342,416,415,9,0,helmet
hard_hat_workers1076.png,train,a373fd92d73e9ea44268973b83e9a07cabeb96c35b2672320fd0b103b0e2ea19,416,416,3,0,helmet
hard_hat_workers1077.png,train,bda8ec56689eb9501a2350ed635f49d86a04e2f2bae0b29899c48ea31a926f5d,416,415,4,1,helmet+no_helmet
hard_hat_workers1079.png,train,b7e2b1db55f1fb93e65c63999f4a35a556bbdbe6188c641bf6ccaeb1ee6d03b6,416,415,14,2,helmet+no_helmet
hard_hat_workers108.png,train,e03f4944b8763b723df3de47d700ec5b9216cfba9a0d34517f3602d2cff0789a,416,415,2,0,helmet
hard_hat_workers1081.png,train,8a601f194601bef5f72566205eed4d65c03775d1497278ecce55e7c28ca850e8,416,415,7,3,helmet+no_helmet
hard_hat_workers1082.png,train,5bfe052d4df4f8bc308d8ddfadf285b657fca24ed994a64f4853883ebc3723ea,416,416,10,2,helmet+no_helmet
hard_hat_workers1084.png,train,9e43e859aaea845b6de493dc1098ad5cfaec77fe92caff1e16abd56297b2b490,416,415,3,0,helmet
hard_hat_workers1086.png,train,bcd4d00f84c1a2cfb125453a263d96baa5647b94442ee1e4ddd74f28c3789388,416,416,2,0,helmet
hard_hat_workers1087.png,train,18b44f0088712b026a92bddec0614889ccdb429f7f160baabfb1c638458a162d,416,415,1,0,helmet
hard_hat_workers1088.png,train,b20a97f35c17f88ea4250a552d7527066cecf63ac0bcd0dffe9863d8baf7e44f,416,416,2,0,helmet
hard_hat_workers109.png,train,db4692510945aeb185e9136e11c9944e8fb75a2e672bfd65853f744d180170cf,416,416,4,0,helmet
hard_hat_workers1090.png,train,4cd23863ff65602d23c474136ca3a937100f2ff9c0752dc1967d61922844f9f4,416,415,4,0,helmet
hard_hat_workers1092.png,train,ab3f0a51a205e65e895e11076a99c5ca8cdc1dd7a4cf1b0823a2ba5afdc32474,416,415,0,10,no_helmet
hard_hat_workers1093.png,train,f1ac00380c247b838004416ecb8254e89bc4c2fd74df188f7665acadec4c5b00,416,415,4,0,helmet
hard_hat_workers1094.png,train,9f4dfd6fbbc9bd6dae20b05616a905cce086a7e979aa746d485a46c78fe074f4,416,415,2,0,helmet
hard_hat_workers1095.png,train,9258fd21f31c47876a4878f1b06fcdb3afedaa1db0facdfc5a8504cc4c6c86ed,416,416,7,0,helmet
hard_hat_workers1097.png,train,de95ec99e58882254dce2df55427c77415c3639abb34ff084e796a94da1215e0,416,415,2,0,helmet
hard_hat_workers1098.png,train,52002df82c4be1d83fc7f031b5f687623dcdbc65969df46c164ffae7e2bb4a12,416,415,7,0,helmet
hard_hat_workers1099.png,train,0cb46c0ff608471de4c6a88e04fa8e098a22c1a5cfc0b5ae075b30d329aeb700,416,416,0,4,no_helmet
hard_hat_workers11.png,train,3250e5239f26d7686de2d56b17e1992eb8a1166d4f039fb0794dd923bb6277b7,416,415,3,0,helmet
hard_hat_workers110.png,train,ad93db0be14d7f8467cc679e4e8591b90c5618ad3fd11838fe07087325a98130,416,416,1,0,helmet
hard_hat_workers1100.png,train,6a1e291ba421c16b437ef1e76b72b8a8be97441ef9b29d8d2f0df5733a7db796,416,416,9,0,helmet
hard_hat_workers1101.png,train,a07d87c6528331819b47540530bc40e73f6a3e3bff39a721056fbc0967911a77,416,415,4,0,helmet
hard_hat_workers1104.png,train,0b09eb107bc75acdd3e6675936387c7ca30a190dba29cc530e6a748ca590f826,416,415,1,0,helmet
hard_hat_workers1105.png,train,67a607ddda7d91f2dd8e1038590cafa5f0e0f8edef50ef2460b0daefbbc64334,416,416,2,0,helmet
hard_hat_workers1106.png,train,6c9bbe8480cb2777401124b19f60d03e0ff046e0e8dcf0b6285807cb762b482f,416,415,5,3,helmet+no_helmet
hard_hat_workers1107.png,train,9a7fd30d42b734a005849507479ff9de515f06f0c2a31b6b198d23df56ccab53,416,415,2,0,helmet
hard_hat_workers1108.png,train,a3dafb83093653523121dd331f1ca96d068722b141ad9b470a3348924574b2b9,416,416,2,3,helmet+no_helmet
hard_hat_workers1109.png,train,e6bb71450d2f64b0abf00cc0664070bceab6084446b054c984f74d52691a8e34,416,415,6,0,helmet
hard_hat_workers1111.png,train,75dac1852b7223300cf4ac6ef2123084c94a0a03534a827e86c21a195907d5b4,416,415,3,0,helmet
hard_hat_workers1113.png,train,24393e3e32ccc76092d5706a7c875348f22e3cdda66e183ab32d54215144ad43,416,415,1,0,helmet
hard_hat_workers1115.png,train,8cb211870206e5b85de3dd4a12e44bb08984bfdfdfdab3caa840f2cc07dec0a3,416,416,10,0,helmet
hard_hat_workers1116.png,train,fe0c627e800e7c3f393d1b2c52c1ea920b4a8fa70f302dde987882ce74366eae,416,415,2,0,helmet
hard_hat_workers1117.png,train,572b7a749d841f94c9d0754f2017904c42e88f5e386fb14b00eb9017a8310ba7,416,416,0,2,no_helmet
hard_hat_workers1118.png,train,ad6706733c95de162be1960d2270db9b518e8d88691fc6fcb17de381131a3e51,416,415,5,0,helmet
hard_hat_workers1119.png,train,d8cfc1fea568c0878cb3e00e060a30ffac600836177774ea05cf42e2df1b871a,416,415,0,8,no_helmet
hard_hat_workers112.png,train,3789a03b3a5678fcb58a71a2cd0fa11721ad4bc05b23f14d157bf101b02c18a7,416,415,1,0,helmet
hard_hat_workers1120.png,train,ffc35aa7e8735bb12a4cb9b4ea6def248bb28b179d7e8da1cf97e32ea05c2700,416,415,12,0,helmet
hard_hat_workers1122.png,train,1e838c9476e78ca86d0ed1e8a865768803da56832b2677ec34f485ceb4510bd1,416,415,2,0,helmet
hard_hat_workers1123.png,train,b97cd9f3ce5c646b40850648ea4c2b93e70207cedb01b3134c261e0d00fb2876,416,415,1,0,helmet
hard_hat_workers1125.png,train,cb9af4f15e5c758fd63d23d7205d159f8c22f01a4a9bb3a0f5887a06e3a23bfb,416,416,6,0,helmet
hard_hat_workers1126.png,train,85fc0dc13bb233f3b0cfdb712eb044abacc9fee94bc454ca04a5c650e0b7f2bd,416,416,2,0,helmet
hard_hat_workers1127.png,train,17170d36435043a391823903676d352f188ed8fa119a80a43143fd266963e3fe,416,415,2,0,helmet
hard_hat_workers1128.png,train,ead33176a449a58ce50fcb999916e43e4d03a02c8c6fc827019106410862ef20,415,416,1,0,helmet
hard_hat_workers1129.png,train,8242141fd566ca400f8142e2f111905f7ef31d1ccdcdf09e25f1b12ffe7f6b9c,416,416,0,5,no_helmet
hard_hat_workers113.png,train,e214608fce40a18e922a20cdb15e6681729d876c3e5a7b4408ebdc36af036756,416,416,1,0,helmet
hard_hat_workers1131.png,train,ac502ad0b8821033a847df8b282800e99a8266a25e32c7e8adea0bedf1ed6c29,416,416,2,0,helmet
hard_hat_workers1132.png,train,53de6e5a0040e188e8dbbdcce43a5937ec4d0dbd1a2bd16f57a813f45d719aa6,416,416,10,0,helmet
hard_hat_workers1133.png,train,5403c59ff8fbf1df1a700d8f8b97f7d07238446d81fbc9e64b880e527aca6942,416,415,7,0,helmet
hard_hat_workers1134.png,train,1afc573a6541842606ef0b25ba6495d846978041748ebfbe939ecf121c7079ea,416,416,3,0,helmet
hard_hat_workers1136.png,train,357edbc8f86656e45ddcd45927f4f5662a4f229988863ede3cbdf3b7572c739b,416,416,4,0,helmet
hard_hat_workers1137.png,train,516fb0a4a20eed71c1993f0607539e034eda083a02b6d265c5fb9af2fda9bd88,416,415,4,0,helmet
hard_hat_workers1138.png,train,de97cf4b2891bd00c687dd6f4296bac8d0ba0d697cba520995511dbc99b79ad4,416,416,1,0,helmet
hard_hat_workers1139.png,train,5ccdd27a984b1492a828be5cdbc133889aff004300b8b70650961e5726568af5,416,416,0,12,no_helmet
hard_hat_workers114.png,train,ccd0f497ba704a1eae78ea9299f7ccd02ac546e4bf23d2f264b47dfabe558781,416,415,11,0,helmet
hard_hat_workers1140.png,train,f568f32b983cabbf1e1a83ba6c4d33edc07096afa32cfbcc53c27cdb1fb7c8ff,416,416,6,0,helmet
hard_hat_workers1141.png,train,eb530dbd5b68aaf5e84a29da010c8157779331959b2d1350a9bc4002870440ff,415,416,7,0,helmet
hard_hat_workers1143.png,train,e25ba99b6ced30602fd571c19cc0b70beec3894eea3faeb20a051a71ed9477b3,416,415,2,0,helmet
hard_hat_workers1144.png,train,3526b800a0ae08ac43723ce8959158e0415f1e606efb9d60d82ff1cdf6c9cadf,416,416,2,0,helmet
hard_hat_workers1145.png,train,021e76d1d6ca7a07b79fac1ccf178a8fbbcc3740085576e801028b2e8dc3d8cb,416,415,2,0,helmet
hard_hat_workers1146.png,train,ea5573bef87008609242a9d5216fa3859c00366c206e09d664536a2f6cde38fd,416,415,0,7,no_helmet
hard_hat_workers1147.png,train,26dd8c4f8f863cd6efe92d9b6c0bcd144d10cf88f162d1f8a4d10a49b54919ee,416,416,1,0,helmet
hard_hat_workers1148.png,train,8c0e3876205f1802d02908bf544bf7e4f134e0e27409ee1f94bd700a4229386d,416,416,4,0,helmet
hard_hat_workers1149.png,train,39ba8b8febe8bd90247766c280c32bd6484dfadb5dd886324e6d92a67080ce99,416,416,4,0,helmet
hard_hat_workers1151.png,train,944296a0e07c1c33e41925a748a762532fe6aeb64eadd6a095678ad033f93b3f,416,416,2,0,helmet
hard_hat_workers1152.png,train,17ae4eda9d1844978a44ac8e04e4cdf371de9521e49a11e380d08b259a500a52,416,415,2,0,helmet
hard_hat_workers1153.png,train,8e9ede21212e9dc901fcfccb64a6a91cbd31b9fd8abaf2f4af5d7f04e5014850,416,415,5,0,helmet
hard_hat_workers1154.png,train,c8bedf68b838bf3ecccd17fb73a6f50a361244d413d005369d9714dca3631acd,416,416,11,0,helmet
hard_hat_workers1155.png,train,fb5dfcdfa014301b5efecceb0c828313406d896c5c3ded5d8c62c5deb728730c,416,415,1,0,helmet
hard_hat_workers1157.png,train,49a0534876915ba0b921626c138881a33040e9dd2d36b0fcfd679ca42e4f824e,416,416,1,0,helmet
hard_hat_workers1158.png,train,617a1b0cc853e29515bd16b595be82d41d3bb3dd6cfb445796fca08725184cd5,415,416,1,0,helmet
hard_hat_workers1159.png,train,a5eb4783b21d44e608d42a507488f92acfd1f156d637197eeb5b1ecab6a38480,416,416,1,0,helmet
hard_hat_workers116.png,train,685608d1dbdfb97fb4da93aa7297bd6adbeccf4f89b9aad60e9a66e78322fcd5,416,416,2,0,helmet
hard_hat_workers1161.png,train,1e94f816de48a7626b148040607a222831eec0259317c9e753a7996c8845d8fa,416,416,0,4,no_helmet
hard_hat_workers1162.png,train,cad64ac82408fa1e867b7eaa23585354083438097de221f0d8f6bf4bda9a7f10,415,416,3,0,helmet
hard_hat_workers1163.png,train,1469f03206f4c2903fed56ed10be2de7675e93f942fe8ccf34aa9bd46c2c10a4,416,415,11,0,helmet
hard_hat_workers1164.png,train,9e3a41a7160bca6eae841a86b51e1e7505d53540883892d36ad5257d9af374c0,416,415,4,0,helmet
hard_hat_workers1165.png,train,f82d9d34d9dcfea5448060b38a8b87ff82e657ea7861bfae3c58c0ee2369536c,416,416,2,0,helmet
hard_hat_workers117.png,train,9d5638be85ef0ddd31cf4315fa6bf305afeb99b1aaccecd95ece7bac9c5d20ab,416,416,2,0,helmet
hard_hat_workers1170.png,train,d327c550186392b5a58f38e8a7524d6e9c2ece679914517b7aaea92d9cffdbaa,416,416,4,8,helmet+no_helmet
hard_hat_workers1171.png,train,7121c3e11b362384b6d996e2c44c18043e9dc8fe5f0f2aa0da64751e7d6680c3,416,415,8,0,helmet
hard_hat_workers1172.png,train,9d484e5f83ab3a3b911883fdb3464db7d9444a3b2837a1d94b1e721db7c536c1,416,416,0,9,no_helmet
hard_hat_workers1174.png,train,849cbfb6b4601b906c69776c76276406c7184f6575a7074e90f681823b1da1c9,416,416,4,6,helmet+no_helmet
hard_hat_workers1175.png,train,762acaba6bae23a7960d4822bfaccf9d59930aaa2855781393160ce768134308,416,416,3,0,helmet
hard_hat_workers1176.png,train,870796d6baa7895e9aab0c7a9d51d849baf0f8be41123a5eb1701a37655ff024,416,416,1,0,helmet
hard_hat_workers1178.png,train,a2bcfae259c1712e7ba3e8a5f857932d99f30a726de65edff11cc25f21525609,416,415,2,0,helmet
hard_hat_workers1179.png,train,e503820c4018763566a8fe94325908b2ce918f681d7abbd254125baf0b1355a6,416,415,5,0,helmet
hard_hat_workers118.png,train,855da1c9d97d34bdd6d94f68f879ae58251e5c261681de31220969d6654d6287,416,415,2,0,helmet
hard_hat_workers1180.png,train,b4ab6cb8b8ed78609a1bc316bf3be5d1c4a73663f71dad1d91d4c557587f2dca,416,416,3,0,helmet
hard_hat_workers1181.png,train,7cf3165486cd6a1c470b14195e925a51123fbe093d5703daef804070609744ad,416,415,1,0,helmet
hard_hat_workers1182.png,train,e95ec2f81a323f4b8378507889d9d1c399ca23baeed12c49c6eb1c7b4422da2c,416,415,6,0,helmet
hard_hat_workers1184.png,train,b367f1280992127bfcf5933dcc9c727a6194a513b61a1cd8a5cbeeb362ff5694,416,416,2,0,helmet
hard_hat_workers1185.png,train,0374cedb1dc79055d133583b6cbba5c5c055be8b7874910e28aa293f44a10268,416,416,3,0,helmet
hard_hat_workers1187.png,train,4c693973e7d5950fb3b085c2074d2b3e14241a11c721a058dbccc2b4f29ac22e,416,415,2,0,helmet
hard_hat_workers1188.png,train,e28ac64d8d6a2ba13f6c74b92496148438d4de07f0aaab78d220af686e1413c7,416,415,5,0,helmet
hard_hat_workers1189.png,train,6c14b6f41be804b8c7db07c6cee7b33a9fa421ef735c2374e0e7adb680601016,416,415,8,2,helmet+no_helmet
hard_hat_workers119.png,train,3d47901266b7769d319d1f08e9acfe28a31dbf1f1c8ba5fe1641cc5f8e757d89,416,416,2,0,helmet
hard_hat_workers1190.png,train,4cf2d04e46682d60acb38663ffcb14b833e3f3117eb5fc30e7ce87f6aadd8387,415,415,2,0,helmet
hard_hat_workers1191.png,train,6a1688eab9b47184b293b1198e54de0c1c8f08565398402e305dc8060c85e311,416,415,2,2,helmet+no_helmet
hard_hat_workers1192.png,train,3c988d80e809d26e521675723d989441081cf35720de867636765c941b6777b0,416,415,1,0,helmet
hard_hat_workers1193.png,train,bbb3e3db899b9bfc693af69e2202f7461164eebb130083907c295787293849f1,416,415,4,0,helmet
hard_hat_workers1195.png,train,5b8b9f067836ccaf8d7eeb08d5a85607451074c6bfd117b642b217e64906521e,416,415,11,0,helmet
hard_hat_workers1196.png,train,abdb44d14114ba0515770e44a9f90444ff15f982e6996eef9c58ab964de35719,416,415,2,0,helmet
hard_hat_workers1198.png,train,b4ce64bac2b87895206fb71b885cedd9cbd45186e488a7a30128d39cf1bc45f6,416,415,1,0,helmet
hard_hat_workers1199.png,train,2878f8c3636446a7ef3830a269b1d50a45b0f5c412d7982dfe3a9b192ca8e0a2,416,416,4,0,helmet
hard_hat_workers120.png,train,fb4115d1a730d7ab78617879d0d1b3706262a435b44dab43b88478ebe23144ef,416,416,3,0,helmet
hard_hat_workers1200.png,train,85cb4d9e4bf361d3d8d0ede61c1e52e7201188f2829f09b54e25eedf49b8a485,416,416,5,0,helmet
hard_hat_workers1201.png,train,2cbe810367cddaa44e56c1e25a408fdff6fa9ed486f4eaab96111eeee944d3c0,415,416,1,0,helmet
hard_hat_workers1202.png,train,1bc1a1e892ade42d8d38d3b77eac26c70599703b9c565bd6053bb01afa5abe2b,416,415,0,7,no_helmet
hard_hat_workers1204.png,train,3efe7bd9d0f0b21bad92a34514f39f6c8f886993eda5233379966323e73236e1,415,416,3,0,helmet
hard_hat_workers1205.png,train,1fb8d2f7a3fa56ee2178e824a19634c33842336be9e38bd1664971128f07ec65,415,416,2,0,helmet
hard_hat_workers1206.png,train,01d2cdafd9af84d72c0705573417a4082358447b7d851f1e067a7c374127b416,416,415,4,0,helmet
hard_hat_workers1207.png,train,d7d76f8a56f2a58eb2c08dc3f93d1aec9607d68a8fcd113f10176eaec711a379,416,416,3,0,helmet
hard_hat_workers1208.png,train,be4984f79218800e495839325b68cd883a59aebf5973fa5750c7b1acbcaf42e5,416,415,0,22,no_helmet
hard_hat_workers121.png,train,d0211099ed73a843976d0fd4031fa2157d9cd83cc7698a53f25de843cf23f48c,416,415,14,0,helmet
hard_hat_workers1210.png,train,b472c7ce8ed50871b15b853dd4e4c77736593ee7b26d67a80e5c8aa81197a430,416,416,1,1,helmet+no_helmet
hard_hat_workers1211.png,train,f2eaddbcd57c3730945c5c5a24e400fb6ed2fe48b9df3cf0fe52db1679e729ee,416,415,2,0,helmet
hard_hat_workers1212.png,train,d24bb8900533c20d5a4605326697051be13ec5c6dbdcfffb05b4fc4eac124236,416,416,4,0,helmet
hard_hat_workers1215.png,train,4fcb61928d7bf85a7b2de126480eef7f3abdfd6e8ce3d3d3ef4adecac2ba8cf5,416,416,2,0,helmet
hard_hat_workers1216.png,train,a24e16631710ca314fe297813f6ad9ffd93eaa6dc59cf677580799d05c78b85d,416,416,1,0,helmet
hard_hat_workers1219.png,train,98e825a58b326ee9af68a0eaf2c0b0f5c382d45885ee0f3566a7914d2e7bc4cb,416,416,4,0,helmet
hard_hat_workers122.png,train,9514e977cff0496b248ff43e7e724da23b3d171881350058809d8927f953ff6e,416,415,9,3,helmet+no_helmet
hard_hat_workers1220.png,train,da35c03c13f4238dfa116d1c8d47cc3f3f8e2c6d77ef688d8b3a6e60c4a49a42,415,416,3,0,helmet
hard_hat_workers1221.png,train,a949dc246ef5a08cd646e4ef7136adb856938b51ab5dfc5af45b4921e1e48387,416,415,2,2,helmet+no_helmet
hard_hat_workers1222.png,train,5e3a60016f743bfbae35fc634ec321864bb9e9ed99448e8462d91e81ed5c3563,416,416,2,0,helmet
